,S.No,actual,pred,alive,plod,name,title,male,culture,dateOfBirth,DateoFdeath,mother,father,heir,house,spouse,book1,book2,book3,book4,book5,isAliveMother,isAliveFather,isAliveHeir,isAliveSpouse,isMarried,isNoble,age,numDeadRelations,boolDeadRelations,isPopular,popularity,isAlive
676,677,0,1,0.514,0.486,Kromm,,0,ironborn,,299.0,,,,House Greyjoy,,0,1,0,0,0,,,,,0,0,,0,0,0,0.00668896321070234,0
677,678,0,0,0.212,0.7879999999999999,Kurz,,1,,,299.0,,,,,,0,1,0,0,0,,,,,0,0,,0,0,0,0.0367892976588628,0
678,679,1,0,0.19899999999999998,0.8009999999999999,Kyle,Ser,1,,,,,,,,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0267558528428093,1
679,680,0,1,0.9570000000000001,0.043,Kyle (brotherhood),,0,,,299.0,,,,Brotherhood without banners,,0,0,0,0,0,,,,,0,0,,0,0,0,0.0,0
680,681,1,0,0.499,0.501,Kyle Royce,,1,,,,,,,House Royce,,0,1,0,0,0,,,,,0,0,,0,0,0,0.020066889632107,1
681,682,1,0,0.318,0.682,Kyleg,,0,Free Folk,,,,,,,,0,0,0,0,1,,,,,0,0,,0,0,0,0.0100334448160535,1
682,683,1,1,0.809,0.191,Kym,Maester,0,,,,,,,,,0,1,0,0,0,,,,,0,1,,0,0,0,0.0,1
683,684,1,1,0.847,0.153,Lamprey,,1,,,,,,,House Baratheon of Dragonstone,,0,0,1,0,0,,,,,0,0,,0,0,0,0.0100334448160535,1
684,685,1,1,0.809,0.191,Lancel V Lannister,,0,,,,,,,,,0,0,0,0,0,,,,,0,0,,0,0,0,0.020066889632107,1
685,686,1,1,0.816,0.184,Lanna,,0,,285.0,,,,,,,0,0,1,1,0,,,,,0,0,20.0,0,0,0,0.020066889632107,1
686,687,1,1,0.971,0.028999999999999998,Lanna (Happy Port),,0,Braavosi,286.0,,,,,Happy Port,,0,0,0,1,0,,,,,0,0,19.0,0,0,0,0.0267558528428093,1
687,688,1,1,0.9640000000000001,0.036000000000000004,Larraq,,1,Ghiscari,,,,,,,,0,0,0,0,1,,,,,0,0,,0,0,0,0.020066889632107,1
688,689,1,1,0.7120000000000001,0.28800000000000003,Layna,,0,,279.0,,,,,,,0,1,0,0,0,,,,,0,0,26.0,0,0,0,0.0234113712374581,1
689,690,1,1,0.8240000000000001,0.17600000000000002,Lem,,1,,,,,,,Brotherhood without banners,,0,0,1,1,0,,,,,0,0,,0,0,0,0.0836120401337792,1
690,691,1,1,0.797,0.203,Leana Frey,,0,,299.0,,,,,House Frey,,0,0,0,1,0,,,,,0,0,6.0,0,0,0,0.0735785953177257,1
691,692,1,1,0.7020000000000001,0.298,Lennocks,,1,,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0,0,0.00334448160535117,1
692,693,0,0,0.019,0.981,Lem (Standfast),,0,,161.0,,,,,House Osgrey,,0,0,0,0,0,,,,,0,0,100.0,0,0,0,0.0133779264214046,0
693,694,1,1,0.883,0.11699999999999999,Lenn,,0,Free Folk,,,,,,,,0,0,1,1,0,,,,,0,0,,0,0,0,0.00668896321070234,1
694,695,1,1,0.975,0.025,Lenyl,,1,Free Folk,,,,,,,,0,0,1,1,1,,,,,0,0,,0,0,0,0.0100334448160535,1
695,696,1,1,0.998,0.002,Lenwood Tawney,,1,Ironborn,,,,,,House Tawney,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0100334448160535,1
696,697,1,1,0.52,0.48,Leo Tyrell (Longthorn),Lord Paramount of the Mander,1,Reach,,,,,,House Tyrell,,0,0,1,0,0,,,,,0,1,,0,0,0,0.0535117056856187,1
697,698,1,1,0.929,0.071,Leona Tyrell,,0,,,,,,,House Tyrell,,0,0,1,1,0,,,,,0,0,,0,0,0,0.123745819397993,1
698,699,1,1,0.9229999999999999,0.077,Leo Tyrell (son of Victor),Ser,1,,,,,,,House Tyrell,Alys Beesbury,0,0,1,1,0,,,,1.0,1,1,,0,0,0,0.130434782608695,1
699,700,1,1,0.9840000000000001,0.016,Lester,,0,,,,,,,House Lannister,,0,0,1,1,0,,,,,0,0,,0,0,0,0.0167224080267558,1
700,701,1,1,0.823,0.177,Lew (guard),,0,Northmen,,,,,,House Stark,,0,0,0,0,0,,,,,0,0,,0,0,0,0.0,1
701,702,1,1,0.677,0.32299999999999995,Lewis Lanster,,1,,,,,,,Windblown,,0,0,0,0,1,,,,,0,0,,0,0,0,0.00668896321070234,1
702,703,1,1,0.81,0.19,Lewys Piper,,1,Rivermen,,,,,,House Piper,,0,0,0,1,1,,,,,0,0,,0,0,0,0.0334448160535117,1
703,704,1,1,0.669,0.331,Leyla Hightower,,0,,,,,,,House Hightower,Jon Cupps,0,0,0,1,0,,,,1.0,1,0,,0,0,0,0.0501672240802675,1
704,705,1,1,0.773,0.22699999999999998,Lia Serry,,0,,,,,,,House Serry,Theodore Tyrell,0,0,1,1,0,,,,1.0,1,0,,0,0,0,0.13712374581939699,1
705,706,1,1,0.9890000000000001,0.011000000000000001,Liane Vance,,0,,,,,,,House Vance of Wayfarer's Rest,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0167224080267558,1
706,707,1,1,0.7929999999999999,0.207,Lister,,1,,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0,0,0.00334448160535117,1
707,708,1,0,0.258,0.742,Long Lew,,1,,,,,,,House Tully,,0,0,0,0,0,,,,,0,0,,0,0,0,0.0,1
708,709,1,1,0.982,0.018000000000000002,Lorcas,,1,,241.0,,,,,,,0,0,0,1,0,,,,,0,0,64.0,0,0,0,0.0100334448160535,1
709,710,1,1,0.6920000000000001,0.308,Lorent Lorch,Ser,0,,,,,,,House Lorch,,0,0,0,1,1,,,,,0,1,,0,0,0,0.0100334448160535,1
710,711,0,1,0.9620000000000001,0.038,Lorimer,Ser,1,,,298.0,,,,House Lefford,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0133779264214046,0
711,712,0,1,0.759,0.24100000000000002,Lorren,,1,,,299.0,,,,,,0,1,0,0,0,,,,,0,0,,0,0,0,0.0234113712374581,0
712,713,1,1,0.8170000000000001,0.183,Lothar,Maester,1,,,,,,,,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0,1
713,714,1,1,0.912,0.08800000000000001,Lorent Tyrell,,0,,,,,,,House Tyrell,,0,0,1,1,0,,,,,0,0,,0,0,0,0.127090301003344,1
714,715,1,1,0.982,0.018000000000000002,Lotho Lornel,,0,Braavosi,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.00668896321070234,1
715,716,0,0,0.42700000000000005,0.573,Lucan,,1,,,299.0,,,,House Whent,,0,1,0,0,0,,,,,0,0,,0,0,0,0.0133779264214046,0
716,717,1,1,0.843,0.157,Lucamore Strong,Ser,1,,,,,,,House Strong,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0167224080267558,1
717,718,1,1,0.983,0.017,Lucantine Woodwright,Ser,0,,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0100334448160535,1
718,719,1,1,0.65,0.35,Lucas Nayland,Ser,0,,,,,,,House Nayland,,0,0,0,0,0,,,,,0,1,,0,0,0,0.00334448160535117,1
719,720,0,1,0.718,0.282,Lucas Roote,,1,,,299.0,,,,House Roote,,0,0,1,0,0,,,,,0,0,,0,0,0,0.0133779264214046,0
720,721,1,1,0.973,0.027000000000000003,Lucifer Hardy,Lord,1,,,,,,,House Hardy,,0,0,0,1,0,,,,,0,1,,0,0,0,0.00668896321070234,1
721,722,1,1,0.988,0.012,Luco Prestayn,,0,Braavosi,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.00334448160535117,1
722,723,1,1,0.909,0.091,Lucimore Botley,,0,Ironborn,,,,,,House Botley,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0468227424749163,1
723,724,1,1,0.9890000000000001,0.011000000000000001,Lucos,Septon,1,,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.00668896321070234,1
724,725,1,1,0.773,0.22699999999999998,Luke of Longtown,,0,,,,,,,Night's Watch,,0,0,0,0,1,,,,,0,0,,0,0,0,0.0133779264214046,1
725,726,1,1,0.95,0.05,Lucas Tyrell,,1,,,,,,,House Tyrell,,0,0,1,1,0,,,,,0,0,,0,0,0,0.123745819397993,1
726,727,1,1,0.99,0.01,Lum,,1,westermen,,,,,,House Lannister,,0,0,1,1,0,,,,,0,0,,0,0,0,0.0133779264214046,1
727,728,0,1,0.97,0.03,Luton,,1,Northmen,,300.0,,,,House Bolton,,0,0,0,0,1,,,,,0,0,,0,0,0,0.0234113712374581,0
728,729,1,1,0.897,0.10300000000000001,Luthor Tyrell (son of Moryn),Ser,0,,,,,,,House Tyrell,Elyn Norridge,0,0,1,1,0,,,,1.0,1,1,,0,0,0,0.130434782608695,1
729,730,1,1,0.8809999999999999,0.11900000000000001,Luthor Tyrell (son of Theodore),,1,,,,,,,House Tyrell,,0,0,1,1,0,,,,,0,0,,0,0,0,0.13712374581939699,1
730,731,1,1,0.94,0.06,Lymond Mallister,Seagard,0,,,,,,,House Mallister,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0133779264214046,1
731,732,1,1,0.7120000000000001,0.28800000000000003,Lync,,0,,,,,,,Night's Watch,,0,1,0,0,0,,,,,0,0,,0,0,0,0.00668896321070234,1
732,733,1,1,0.7020000000000001,0.298,Lyonel (knight),Ser,1,,,,,,,House Lannister,,0,1,0,0,0,,,,,0,1,,0,0,0,0.0133779264214046,1
733,734,0,1,0.795,0.205,Lyonel Bentley,Ser,0,,,130.0,,,,Queensguard,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0133779264214046,0
734,735,0,1,0.988,0.012,Lyonel Tyrell (lord),Lord Paramount of the Mander,1,Reach,,159.0,,,,House Tyrell,,0,0,0,0,0,,,,,0,1,,0,0,0,0.020066889632107,0
735,736,1,1,0.615,0.385,Lysa Meadows,,0,,,,,,,House Meadows,Olymer Tyrell,0,0,1,1,0,,,,1.0,1,0,,0,0,0,0.130434782608695,1
736,737,1,1,0.945,0.055,Lyonel Tyrell (son of Leo),,0,,,,,,,House Tyrell,,0,0,1,1,0,,,,,0,0,,0,0,0,0.130434782608695,1
737,738,1,1,0.99,0.01,Maddy,,0,,,,,,,House Arryn,,0,0,0,1,1,,,,,0,0,,0,0,0,0.0133779264214046,1
738,739,1,1,0.8109999999999999,0.18899999999999997,Maerie (Goodwife),Goodwife,0,,,,,,,,,0,0,1,0,0,,,,,0,1,,0,0,0,0.00334448160535117,1
739,740,0,1,0.76,0.24,Maerie (Whore),,0,,,299.0,,,,,,0,0,1,0,0,,,,,0,0,,0,0,0,0.00334448160535117,0
740,741,1,1,0.76,0.24,Maggy,,1,,,,,,,,,0,0,1,1,0,,,,,0,0,,0,0,0,0.0568561872909698,1
741,742,1,1,0.8220000000000001,0.17800000000000002,Malcolm,Ser,0,,,,,,,,,0,1,0,0,0,,,,,0,1,,0,0,0,0.00668896321070234,1
742,743,1,0,0.39399999999999996,0.606,Malleon,Grand Maester,1,,,,,,,,,1,0,0,0,0,,,,,0,1,,0,0,0,0.0167224080267558,1
743,744,1,1,0.767,0.233,Malliard,Wisdom,1,,,,,,,Alchemists' Guild,,0,1,0,0,0,,,,,0,1,,0,0,0,0.00668896321070234,1
744,745,1,1,0.7170000000000001,0.28300000000000003,Mallor (Knight),Ser,1,,,,,,,,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0,1
745,746,1,1,0.674,0.326,Mallor,,0,,,,,,,House Lannister,,1,0,0,0,0,,,,,0,0,,0,0,0,0.00668896321070234,1
746,747,1,1,0.598,0.402,Manfred Dondarrion,Ser,1,,,,,,,House Dondarrion,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0100334448160535,1
747,748,1,1,0.738,0.262,Manfred Lothston,,1,,,,,,,House Lothston,,0,0,0,0,0,,,,,0,0,,0,0,0,0.0100334448160535,1
748,749,1,1,0.725,0.275,Manfred Swann,Ser,0,,,,,,,House Swann,,0,0,1,0,0,,,,,0,1,,0,0,0,0.0167224080267558,1
749,750,1,1,0.983,0.017,Manfryd Lothston,,1,,,,,,,House Lothston,,0,0,0,1,0,,,,,0,0,,0,0,0,0.00668896321070234,1
750,751,1,1,0.76,0.24,Manfryd Yew,Ser,0,,,,,,,House Yew,,0,0,0,1,1,,,,,0,1,,0,0,0,0.020066889632107,1
751,752,1,1,0.907,0.09300000000000001,Marei,,1,,280.0,,,,,Chataya's brothel,,0,1,1,1,1,,,,,0,0,25.0,0,0,0,0.0434782608695652,1
752,753,1,0,0.193,0.807,Marghaz zo Loraq,,1,Ghiscari,,,,,,House of Loraq,,0,0,0,0,1,,,,,0,0,,0,0,0,0.0334448160535117,1
753,754,1,1,0.985,0.015,Maris,,0,Free folk,,,,,,,,0,0,0,0,1,,,,,0,0,,0,0,0,0.00668896321070234,1
754,755,0,1,0.677,0.32299999999999995,Marq Grafton,,1,,,282.0,,,,House Grafton,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0301003344481605,0
755,756,1,1,0.9890000000000001,0.011000000000000001,Martyn Mullendore,Uplands,0,,,,,,,House Mullendore,,0,0,0,1,0,,,,,0,1,,0,0,0,0.00668896321070234,1
756,757,0,0,0.374,0.626,Maslyn,,0,,,299.0,,,,Night's Watch,,0,0,1,0,0,,,,,0,0,,0,0,0,0.0133779264214046,0
757,758,1,1,0.7040000000000001,0.29600000000000004,Mathos Mallarawan,,0,Qartheen,,,,,,,,0,1,0,0,0,,,,,0,0,,0,0,0,0.0167224080267558,1
758,759,1,1,0.965,0.035,Matrice,,0,,,,,,,House Baratheon of Dragonstone,,0,1,0,0,0,,,,,0,0,,0,0,0,0.00334448160535117,1
759,760,1,1,0.7020000000000001,0.298,Matt,,1,,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0,0,0.00334448160535117,1
760,761,1,1,0.99,0.01,Maynard,Ser,1,,,,,,,,,0,0,1,1,0,,,,,0,1,,0,0,0,0.0133779264214046,1
761,762,1,0,0.19899999999999998,0.8009999999999999,Maynard Plumm,Ser,1,,,,,,,House Plumm,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0234113712374581,1
762,763,1,0,0.484,0.516,Mazdhan zo Loraq,,1,Ghiscaricari,,,,,,House of Loraq,,0,0,0,0,1,,,,,0,0,,0,0,0,0.0100334448160535,1
763,764,1,1,0.767,0.233,Mebble,,1,,,,,,,,,0,1,0,0,0,,,,,0,0,,0,0,0,0.00668896321070234,1
764,765,1,1,0.767,0.233,Meha,,0,Free Folk,,,,,,,,0,0,0,0,1,,,,,0,0,,0,0,0,0.00668896321070234,1
765,766,1,1,0.997,0.003,Mela,,0,,,,,,,House Arryn,,0,0,0,1,1,,,,,0,0,,0,0,0,0.0100334448160535,1
766,767,1,1,0.873,0.127,Meizo Mahr,,0,,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0,0,0.00668896321070234,1
767,768,1,1,0.835,0.165,Melaquin,Maester,0,,,,,,,,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0,1
768,769,1,1,0.7340000000000001,0.266,Medwick Tyrell,Maester,1,,,,,,,,,0,0,1,1,0,,,,,0,1,,0,0,0,0.120401337792642,1
769,770,1,1,0.746,0.254,Meliana,,0,,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0,0,0.0,1
770,771,1,1,0.9890000000000001,0.011000000000000001,Melicent,Septa,0,,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.00334448160535117,1
771,772,1,1,0.9890000000000001,0.011000000000000001,Mellei,,0,,,,,,,House Martell,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0100334448160535,1
772,773,1,1,0.7,0.3,Melly,,0,,,,,,,Brotherhood Without Banners,,0,0,1,0,0,,,,,0,0,,0,0,0,0.00334448160535117,1
773,774,1,0,0.11599999999999999,0.884,Mellos,Grand Maester,1,,,,,,,,,0,0,0,0,0,,,,,0,1,,0,0,0,0.237458193979933,1
774,775,1,1,0.971,0.028999999999999998,Meralyn,,0,Braavosi,,,,,,Happy Port,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0267558528428093,1
775,776,1,1,0.988,0.012,Merling Queen,,0,Braavosi,,,,,,,,0,0,0,1,1,,,,,0,0,,0,0,0,0.020066889632107,1
776,777,0,1,0.904,0.096,Mero,,1,Braavosi,,299.0,,,,Second Sons,,0,0,1,0,1,,,,,0,0,,0,0,0,0.0468227424749163,0
777,778,1,1,0.725,0.275,Merrell Florent,,1,,,,,,,House Florent,,0,1,1,1,0,,,,,0,0,,0,0,0,0.0668896321070234,1
778,779,1,1,0.983,0.017,Michael Mertyns,Ser,1,,,,,,,House Mertyns,,0,0,0,1,0,,,,,0,1,,0,0,0,0.00668896321070234,1
779,780,1,1,0.932,0.068,Miklaz,Cupbearer,0,Ghiscari,,,,,,,,0,0,0,0,1,,,,,0,1,,0,0,0,0.0167224080267558,1
780,781,1,1,0.7290000000000001,0.271,Mollander,,1,,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0367892976588628,1
781,782,1,1,0.998,0.002,Mollos,Archmaester,0,,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0100334448160535,1
782,783,1,1,0.9790000000000001,0.021,Moonshadow,,0,Braavos,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0100334448160535,1
783,784,1,1,0.574,0.426,Moreo Tumitis,,1,,268.0,,,,,,,1,0,0,0,0,,,,,0,0,37.0,0,0,0,0.0100334448160535,1
784,785,1,1,0.996,0.004,Morgarth,Ser,1,,,,,,,House Baelish,,0,0,0,1,1,,,,,0,1,,0,0,0,0.0167224080267558,1
785,786,1,1,0.963,0.037000000000000005,Moro,Khal,1,Dothraki,,,,,,,,1,0,0,1,0,,,,,0,0,,0,0,0,0.0167224080267558,1
786,787,1,1,0.993,0.006999999999999999,Morra,,0,,,,,,,House Martell,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0100334448160535,1
787,788,0,0,0.106,0.894,Morrec,,1,,,298.0,,,,House Lannister,,1,0,0,0,0,,,,,0,0,,0,0,0,0.0267558528428093,0
788,789,1,1,0.767,0.233,Mors Manwoody,,1,,,,,,,House Manwoody,,0,0,1,1,0,,,,,0,0,,0,0,0,0.0234113712374581,1
789,790,1,1,0.7140000000000001,0.28600000000000003,Mortimer Boggs,Ser,1,,,,,,,House Boggs,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0133779264214046,1
790,791,0,0,0.044000000000000004,0.956,Mors Martell (brother of Doran),,1,,248.0,248.0,,,,House Martell,,0,0,0,1,0,,,,,0,0,0.0,0,0,0,0.0668896321070234,0
791,792,1,0,0.11599999999999999,0.884,Mother Mole,,0,Free Folk,,,,,,,,0,0,0,0,1,,,,,0,0,,0,0,0,0.0434782608695652,1
792,793,1,1,0.735,0.265,Mudge (brotherhood),,0,,,,,,,Brotherhood without banners,,0,0,0,0,0,,,,,0,0,,0,0,0,0.0,1
793,794,1,1,0.759,0.24100000000000002,Mudge (miller),,1,,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0,0,0.00334448160535117,1
794,795,1,1,0.731,0.26899999999999996,Mudge (swineherd),,1,,,,,,,House Osgrey,,0,0,0,0,0,,,,,0,0,,0,0,0,0.0,1
795,796,1,1,0.7240000000000001,0.276,Munciter,Wisdom,1,,,,,,,Alchemists' Guild,,0,1,0,0,0,,,,,0,1,,0,0,0,0.00668896321070234,1
796,797,1,1,0.813,0.187,Mully,,1,,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0,0,0.0501672240802675,1
797,798,1,1,0.795,0.205,Murch,,1,,,,,,,,,0,1,0,0,0,,,,,0,0,,0,0,0,0.0100334448160535,1
798,799,1,1,0.903,0.09699999999999999,Murch (Winterfell),,1,Northmen,,,,,,House Stark,,0,1,0,0,0,,,,,0,0,,0,0,0,0.00334448160535117,1
799,800,0,1,0.632,0.368,Myles (squire),,1,,,299.0,,,,House Tully,,0,1,0,0,0,,,,,0,0,,0,0,0,0.0133779264214046,0
800,801,0,0,0.213,0.787,Myrtle,,0,Free Folk,,300.0,,,,,,0,0,0,0,1,,,,,0,0,,0,0,0,0.0468227424749163,0
801,802,1,1,0.987,0.013000000000000001,Nage,,1,,,,,,,House Bolton,,0,0,1,0,0,,,,,0,0,,0,0,0,0.00334448160535117,1
802,803,1,1,0.7440000000000001,0.256,Nail,,0,,,,,,,Second Sons,,0,0,0,0,1,,,,,0,0,,0,0,0,0.0133779264214046,1
803,804,1,1,0.757,0.243,Narbert,BrotherProctor,0,,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0267558528428093,1
804,805,1,1,0.9940000000000001,0.006,Narbo,,0,Braavosi,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0100334448160535,1
805,806,1,1,0.795,0.205,Nan,,0,,,,,,,House Stark,,1,1,1,1,1,,,,,0,0,,0,0,0,0.0969899665551839,1
806,807,1,1,0.7020000000000001,0.298,Ned (ferryman),,1,,,,,,,,,0,0,0,0,0,,,,,0,0,,0,0,0,0.00334448160535117,1
807,808,1,1,0.986,0.013999999999999999,Nella,,0,Free Folk,,,,,,,Craster,0,1,1,1,0,,,,0.0,1,0,,0,0,0,0.020066889632107,1
808,809,1,1,0.784,0.21600000000000003,Ned Woods,,1,Northmen,,,,,,House Woods,,0,0,0,0,1,,,,,0,0,,0,0,0,0.0167224080267558,1
809,810,1,1,0.748,0.252,Nissa Nissa,,1,,,,,,,,Azor Ahai,0,1,0,0,0,,,,1.0,1,0,,0,0,0,0.020066889632107,1
810,811,1,1,0.983,0.017,Nightingale,,0,,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0167224080267558,1
811,812,1,1,0.78,0.22,Nolla,Goodwife,0,,,,,,,,,0,0,1,0,0,,,,,0,1,,0,0,0,0.0,1
812,813,1,1,0.9990000000000001,0.001,Norjen,,0,Ironmen,,,,,,Drowned men,,0,0,0,1,0,,,,,0,0,,0,0,0,0.00668896321070234,1
813,814,1,1,0.998,0.002,Norren,Archmaester,1,,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0167224080267558,1
814,815,1,1,0.998,0.002,Nymos,Archmaester,0,,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0,0,0.00668896321070234,1
815,816,1,1,0.715,0.285,Normund Tyrell,Maester,0,,,,,,,,,0,0,1,1,0,,,,,0,1,,0,0,0,0.127090301003344,1
816,817,1,1,0.996,0.004,Ocley,Archmaester,0,,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0,0,0.00668896321070234,1
817,818,0,0,0.237,0.763,Ogo,Khal,1,Dothraki,,298.0,,,,,,1,0,0,0,0,,,,,0,0,,0,0,0,0.0367892976588628,0
818,819,1,1,0.99,0.01,Old Crackbones,,1,,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0,1
819,820,1,1,0.998,0.002,Old Grey Gull,,1,Ironborn,,,,,,Drowned men,,0,0,0,1,1,,,,,0,0,,0,0,0,0.0100334448160535,1
820,821,1,1,0.9840000000000001,0.016,Old Tattersalt,,1,,,,,,,Night's Watch,,0,0,0,1,1,,,,,0,0,,0,0,0,0.0133779264214046,1
821,822,0,1,0.7190000000000001,0.281,Old Henly,,1,,220.0,299.0,,,,Night's Watch,,0,0,1,0,0,,,,,0,0,79.0,0,0,0,0.0133779264214046,0
822,823,0,1,0.934,0.066,Olyvar Oakheart,Ser,1,,,161.0,,,,House Oakheart,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0234113712374581,0
823,824,1,1,0.925,0.075,Olene Tyrell,,0,,,,,,,House Tyrell,Leo Blackbar,0,0,1,1,0,,,,1.0,1,0,,0,0,0,0.127090301003344,1
824,825,1,1,0.988,0.012,Orbelo,,1,Braavosi,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0133779264214046,1
825,826,1,1,0.9840000000000001,0.016,Orivel,Ser,1,,,,,,,Kingsguard,,0,0,0,1,0,,,,,0,1,,0,0,0,0.00334448160535117,1
826,827,0,1,0.774,0.226,Orell,,1,Free Folk,,299.0,,,,,,0,1,1,1,1,,,,,0,0,,0,0,0,0.0802675585284281,0
827,828,0,1,0.8220000000000001,0.17800000000000002,Ormond (knight),Ser,0,,,299.0,,,,,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0,0
828,829,1,1,0.757,0.243,Ormond Osgrey,Coldmoat,0,,,,,,,House Osgrey,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0100334448160535,1
829,830,1,1,0.8220000000000001,0.17800000000000002,Ormond Westerling,Ser,0,,,,,,,House Westerling,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0,1
830,831,1,1,0.986,0.013999999999999999,Oro Tendyris,,1,Braavosi,,,,,,,,0,1,1,1,0,,,,,0,0,,0,0,0,0.0133779264214046,1
831,832,1,0,0.49700000000000005,0.503,Ormund Wylde,Ser,1,,,,,,,House Wylde,,0,0,0,0,1,,,,,0,1,,0,0,0,0.0133779264214046,1
832,833,1,1,0.7859999999999999,0.214,Osmynd,Septon,0,,,,,,,Faith of the Seven,,0,1,0,0,0,,,,,0,0,,0,0,0,0.00334448160535117,1
833,834,1,1,0.988,0.012,Ossy,,0,,,,,,,House Royce of the Gates of the Moon,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0100334448160535,1
834,835,1,1,0.8220000000000001,0.17800000000000002,Oswyn,,0,,,,,,,Kingswood Brotherhood,,0,0,1,0,0,,,,,0,0,,0,0,0,0.00334448160535117,1
835,836,0,0,0.073,0.927,Othor,,1,,,298.0,,,,Night's Watch,,1,0,0,0,0,,,,,0,0,,0,0,0,0.0568561872909698,0
836,837,1,1,0.804,0.196,Otter Gimpknee,,0,,,,,,,,,0,1,1,0,0,,,,,0,0,,0,0,0,0.00668896321070234,1
837,838,1,1,0.9790000000000001,0.021,Ottomore,,1,,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.00668896321070234,1
838,839,1,1,0.982,0.018000000000000002,Owen (brother of Meribald),,1,,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0133779264214046,1
839,840,1,0,0.315,0.685,Owen,,1,,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0,0,0.0367892976588628,1
840,841,1,1,0.883,0.11699999999999999,Owen Inchfield,Ser,0,,,,,,,House Inchfield,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0133779264214046,1
841,842,1,1,0.8290000000000001,0.171,Palla,,0,Northmen,,,,,,House Stark,,0,1,0,1,0,,,,,0,0,,1,1,0,0.020066889632107,1
842,843,1,1,0.813,0.187,Pate (Old),,1,,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0,0,0.00668896321070234,1
843,844,1,1,0.7829999999999999,0.217,Pate (Mory),,1,,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0,0,0.00334448160535117,1
844,845,1,1,0.7929999999999999,0.207,Pate (Lancewood),,1,,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0,0,0.00334448160535117,1
845,846,0,1,0.7120000000000001,0.28800000000000003,Pate (Pinchbottom),,0,,,209.0,,,,,,0,0,0,0,0,,,,,0,0,,0,0,0,0.00334448160535117,0
846,847,0,0,0.047,0.953,Pate (Night's Watch),,0,,,,,,,Night's Watch,,0,0,0,0,0,,,,,0,0,,0,0,0,0.00668896321070234,1
847,848,1,1,0.7120000000000001,0.28800000000000003,Pate (Shermer's Grove),,1,,,,,,,,,0,0,0,0,0,,,,,0,0,,0,0,0,0.00334448160535117,1
848,849,1,1,0.968,0.032,Pate (Standfast),,1,,161.0,,,,,House Osgrey,,0,0,0,0,0,,,,,0,0,100.0,0,0,0,0.0133779264214046,0
